canal,observado_em,marca_canal,item_id,model_id,seller_sku,sinal_kit,fonte_do_sinal,ativo,escopo,referencia_antes,motivo_antes,status_ponte,metodo_ponte,kit_protheus,marca_kit,n_componentes,unidades,componentes,quantidades,componentes_resolvidos,metodos_do_componente,valor_antes_do_desconto,faixa_desconto,referencia_depois,motivo_depois,ganhou_referencia,bloqueado_para_aprovacao
shopee,2026-09-25,apice,22794400879,189611803542,KIT045,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,apice,22998897171,149786701763,KIT055,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,apice,23299298743,189184055208,KIT076,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,apice,22598910526,229428323475,KIT065,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,apice,22498906664,169409017873,KIT071,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,apice,22994400686,229428320525,KIT053,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,apice,22498906914,229428319732,KIT042,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,apice,22494413879,228790933734,KIT066,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,apice,23698891983,199179350783,KIT021,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,apice,22794404886,179409021923,KIT016,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,apice,23298892270,179720460107,KIT063,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,apice,23298892102,238791821346,KIT062,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,apice,58202403407,229434626482,KIT025,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,apice,23893750807,179720458556,KIT024,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,apice,58215220074,219624868926,KIT093,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,apice,58208741413,219620627766,VKN35231,kit_suspected,title,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,apice,58208741413,219620627767,VKN35232,kit_suspected,title,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,apice,58208741413,219620627765,VKN35230,kit_suspected,title,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,apice,58217568157,228811926555,KIT099,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,apice,58209321811,229441785622,KIT084,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,apice,58217573057,179419582316,KIT098,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,apice,58202946314,169412497254,KIT080,kit_confirmed,channel_flag,False,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,apice,58217575971,129842003967,KIT100,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,apice,23994386091,238791811124,KIT026,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,lescent,22399138793,238794840146,KIT002,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,apice,23098892159,239428318519,KIT058,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,apice,58264918936,179418335587,KIT090,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,apice,58266858619,209625972755,KIT081,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,apice,58263035177,239445229118,KIT087,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,apice,58265211361,119874811159,KIT095,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,20598290623,238790785714,KIT075,kit_confirmed,channel_flag,False,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,18798300080,189179288868,KIT008,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,20899886818,229428319315,KIT073,kit_confirmed,channel_flag,False,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,20598297785,209179280757,KIT003,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,21099886732,239428314326,KIT076,kit_confirmed,channel_flag,False,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,lescent,58264495386,228809029406,KIT017,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,18599922618,169721651445,KIT109,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,22094428432,228790917683,KIT023,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,apice,22794400858,199179352818,KIT068,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,20698295066,169408484819,KIT037,kit_confirmed,channel_flag,False,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,21898313333,179409014638,KIT044,kit_confirmed,channel_flag,False,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,rituaria,58259495589,199621104991,MLPICNACMAG,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,20798297797,229428234465,KIT004,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,21398308883,199611802874,KIT080,kit_confirmed,channel_flag,False,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,18899877000,169409027537,KIT034,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,apice,58213193483,159555143253,KIT088,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,22499360747,169413739400,KIT001,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,apice,58262828233,149793067535,KIT085,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,22298864923,199611021113,KIT028,kit_confirmed,channel_flag,False,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,22198957959,199612349981,KIT097,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,22294461652,149548985088,KIT077,kit_confirmed,channel_flag,False,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,apice,58264925719,219624706976,KIT092,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,22294457674,189612350249,KIT069,kit_confirmed,channel_flag,False,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,apice,58266588610,228811028413,KIT080,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,22194971513,209621019204,KIT004,kit_confirmed,channel_flag,False,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,22498906887,228790933318,KIT096,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,apice,23194395753,199179355278,KIT069,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,22094428796,149548670583,KIT046,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,rituaria,58206316111,199186643629,MLESSENPREBI,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,18999873897,159786300876,KIT074,kit_confirmed,channel_flag,False,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,22099562504,129841033229,KIT151,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,22198958095,229429132485,KIT078,kit_confirmed,channel_flag,False,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,apice,23694395445,129835689182,KIT020,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,22099336389,159551521571,KIT057,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,22594410060,239428314567,KIT098,kit_confirmed,channel_flag,False,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,22194982098,228804869251,KIT141,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,20998297793,238791733158,KIT005,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,22298958103,199179901568,KIT063,kit_confirmed,channel_flag,False,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,apice,58217572851,159794829089,KIT097,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,20398313524,219179353854,KIT062,kit_confirmed,channel_flag,False,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,22394410294,228790931053,KIT090,kit_confirmed,channel_flag,False,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,22198913288,159548632761,KIT012,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,rituaria,58206322590,219186643920,MLRITUALINTER,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,rituaria,58214753427,219192140005,MLBRAINPREB4MAG,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,20098313597,139835688871,KIT060,kit_confirmed,channel_flag,False,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,22094433099,139652358563,KIT093,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,22098919985,199611780140,KIT024,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,22098920068,189611792341,KIT026,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,23294430993,189179831524,KIT103,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,apice,58209701045,189621230483,KIT075,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,apice,58252870617,199616503730,KIT078,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,apice,23995042739,238808570080,KIT086,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,21499886772,179720467505,KIT043,kit_confirmed,channel_flag,False,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,20699871337,209611802077,KIT041,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,18999873673,219611023611,KIT025,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,21599899579,169721652407,KIT110,kit_confirmed,channel_flag,False,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,apice,58265211660,119874801421,KIT094,kit_confirmed,channel_flag,False,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,19798335816,159549568487,KIT111,kit_confirmed,channel_flag,False,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,18499886135,149786674524,KIT006,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,23194808275,199184209621,KIT032,kit_confirmed,channel_flag,False,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,22094379195,179719949956,KIT058,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,20699886826,238791817790,KIT071,kit_confirmed,channel_flag,False,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,21998313273,199179343652,KIT020,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,19798314347,238791814622,KIT052,kit_confirmed,channel_flag,False,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,23194431274,238792530598,KIT102,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,23499346593,179725175153,KIT059,kit_confirmed,channel_flag,False,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,20999871276,219179343195,KIT018,kit_confirmed,channel_flag,False,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,21499856503,209179288512,KIT009,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,22494410151,179409023462,KIT094,kit_confirmed,channel_flag,False,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,22298957884,169409427080,KIT070,kit_confirmed,channel_flag,False,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,23494398868,189611776626,KIT019,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,apice,58264919796,149555863970,KIT091,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,22195025491,219189982612,KIT116,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,22098913308,199179281012,KIT010,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,23094341176,219178633648,,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,23198928649,219179830901,KIT104,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,23198928649,149549024962,KIT104,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,22998896152,219179322085,KIT013,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,22494448670,209612336184,KIT105,kit_confirmed,channel_flag,False,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,22698909902,169409004744,KIT016,kit_confirmed,channel_flag,False,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,23299415746,228802889845,KIT132,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,23498826908,209178446005,KIT007,kit_confirmed,channel_flag,False,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,22298958027,189612353482,KIT068,kit_confirmed,channel_flag,False,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,23098932683,189612279675,KIT101,kit_confirmed,channel_flag,False,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,23099369928,159790795232,KIT125,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,22594819705,229435722920,KIT112,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,23299661440,149556157133,KIT158,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,23094436206,139835900049,KIT100,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,22494410283,209179352417,KIT095,kit_confirmed,channel_flag,False,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,23898886962,209179351292,KIT038,kit_confirmed,channel_flag,False,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,23794794991,238799221616,KIT114,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,22094428986,238791817559,KIT048,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,22498945314,229429126868,KIT106,kit_confirmed,channel_flag,False,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,23594395445,149548665981,KIT027,kit_confirmed,channel_flag,False,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,23994788066,189184215272,KIT033,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,23893754795,209611779784,KIT014,kit_confirmed,channel_flag,False,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,22894437213,219612279160,KIT099,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,23599446137,179415995896,KIT134,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,23998886578,219611779787,KIT021,kit_confirmed,channel_flag,False,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,23998832555,238790764390,,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,23798843529,179408520868,,kit_confirmed,channel_flag,False,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,23194850201,189618342379,KIT040,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,23698837948,199178637751,KIT066,kit_confirmed,channel_flag,False,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,23998886884,129835689572,KIT042,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,23898886437,149548658620,KIT015,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,23898884730,129652334471,KIT002,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,23594999768,129657148364,KIT145,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,58205305833,219618332503,KIT045,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
shopee,2026-09-25,barbours,22098920478,219611800359,KIT049,kit_confirmed,channel_flag,True,in_scope,,kit_composition_missing,UNMAPPED,,,,,,,,0,,,,,kit_bridge_not_promotable,False,False
